"gwgroupid","year","egip_claim_gen_irredentism","egip_claim_dir_autonomy1","egip_claim_dir_autonomy2","egip_claim_dir_autonomy3","egip_claim_dir_autonomy4","egip_claim_dir_secession1","egip_claim_dir_secession2","egip_claim_dir_irredentism1","egip_claim_dir_irredentism2","egip_claim_dir_irredentism3","egip_claim"
53009000,1967,,,,,,,,,,,0
53009000,1968,,,,,,,,,,,0
53009000,1969,,,,,,,,,,,0
53009000,1970,,,,,,,,,,,0
53009000,1971,,,,,,,,,,,0
53009000,1972,,,,,,,,,,,0
53009000,1973,,,,,,,,,,,0
53009000,1974,,,,,,,,,,,0
53009000,1975,,,,,,,,,,,0
53009000,1976,,,,,,,,,,,0
53009000,1977,,,,,,,,,,,0
53009000,1978,,,,,,,,,,,0
53009000,1979,,,,,,,,,,,0
53009000,1980,,,,,,,,,,,0
53009000,1981,,,,,,,,,,,0
53009000,1982,,,,,,,,,,,0
53009000,1983,,,,,,,,,,,0
53009000,1984,,,,,,,,,,,0
53009000,1985,,,,,,,,,,,0
53009000,1986,,,,,,,,,,,0
53009000,1987,,,,,,,,,,,0
53009000,1988,,,,,,,,,,,0
53009000,1989,,,,,,,,,,,0
53009000,1990,,,,,,,,,,,0
53009000,1991,,,,,,,,,,,0
53009000,1992,,,,,,,,,,,0
53009000,1993,,,,,,,,,,,0
53009000,1994,,,,,,,,,,,0
53009000,1995,,,,,,,,,,,0
53009000,1996,,,,,,,,,,,0
53009000,1997,,,,,,,,,,,0
53009000,1998,,,,,,,,,,,0
53009000,1999,,,,,,,,,,,0
53009000,2000,,,,,,,,,,,0
53009000,2001,,,,,,,,,,,0
53009000,2002,,,,,,,,,,,0
53009000,2003,,,,,,,,,,,0
53009000,2004,,,,,,,,,,,0
53009000,2005,,,,,,,,,,,0
53009000,2006,,,,,,,,,,,0
53009000,2007,,,,,,,,,,,0
53009000,2008,,,,,,,,,,,0
53009000,2009,,,,,,,,,,,0
53009000,2010,,,,,,,,,,,0
53009000,2011,,,,,,,,,,,0
53009000,2012,,,,,,,,,,,0
53009000,2013,,,,,,,,,,,0
53009000,2014,,,,,,,,,,,
53009000,2015,,,,,,,,,,,
53009000,2016,,,,,,,,,,,
53009000,2017,,,,,,,,,,,
53010000,1946,,,,,,,,,,,0
53010000,1947,,,,,,,,,,,0
53010000,1948,,,,,,,,,,,0
53010000,1949,,,,,,,,,,,0
53010000,1950,,,,,,,,,,,0
53010000,1951,,,,,,,,,,,0
53010000,1952,,,,,,,,,,,0
53010000,1953,,,,,,,,,,,0
53010000,1954,,,,,,,,,,,0
53010000,1955,,,,,,,,,,,0
53010000,1956,,,,,,,,,,,0
53010000,1957,,,,,,,,,,,0
53010000,1958,,,,,,,,,,,0
53010000,1959,,,,,,,,,,,0
53010000,1960,,,,,,,,,,,0
53010000,1961,,,,,,,,,,,0
53010000,1962,,,,,,,,,,,0
53010000,1963,,,,,,,,,,,0
53010000,1964,,,,,,,,,,,0
53010000,1965,,,,,,,,,,,0
53010000,1966,,,,,,,,,,,0
53010000,1967,,,,,,,,,,,0
53010000,1968,,,,,,,,,,,0
53010000,1969,,,,,,,,,,,0
53010000,1970,,,,,,,,,,,0
53010000,1971,,,,,,,,,,,0
53010000,1972,,,,,,,,,,,0
53010000,1973,,,,,,,,,,,0
53010000,1974,,,,,,,,,,,0
53010000,1975,,,,,,,,,,,0
53010000,1976,,,,,,,,,,,0
53010000,1977,,,,,,,,,,,0
53010000,1978,,,,,,,,,,,0
53010000,1979,,,,,,,,,,,0
53010000,1980,,,,,,,,,,,0
53010000,1981,,,,,,,,,,,0
53010000,1982,,,,,,,,,,,0
53010000,1983,,,,,,,,,,,0
53010000,1984,,,,,,,,,,,0
53010000,1985,,,,,,,,,,,0
53010000,1986,,,,,,,,,,,0
53010000,1987,,,,,,,,,,,0
53010000,1988,,,,,,,,,,,0
53010000,1989,,,,,,,,,,,0
53010000,1990,,,,,,,,,,,0
53010000,1991,,,,,,,,,,,0
53010000,1992,,,,,,,,,,,0
53010000,1993,,,,,,,,,,,0
53010000,1994,,,,,,,,,,,0
53010000,1995,,,,,,,,,,,0
53010000,1996,,,,,,,,,,,0
53010000,1997,,,,,,,,,,,0
53010000,1998,,,,,,,,,,,0
53010000,1999,,,,,,,,,,,0
53010000,2000,,,,,,,,,,,0
53010000,2001,,,,,,,,,,,0
53010000,2002,,,,,,,,,,,0
53010000,2003,,,,,,,,,,,0
53010000,2004,,,,,,,,,,,0
53010000,2005,,,,,,,,,,,0
53010000,2006,,,,,,,,,,,0
53010000,2007,,,,,,,,,,,0
53010000,2008,,,,,,,,,,,0
53010000,2009,,,,,,,,,,,0
53010000,2010,,,,,,,,,,,0
53010000,2011,,,,,,,,,,,0
53010000,2012,,,,,,,,,,,0
53010000,2013,,,,,,,,,,,0
53010000,2014,,,,,,,,,,,
53010000,2015,,,,,,,,,,,
53010000,2016,,,,,,,,,,,
53010000,2017,,,,,,,,,,,
53011000,1946,,,,,,,,,,,0
53011000,1947,,,,,,,,,,,0
53011000,1948,,,,,,,,,,,0
53011000,1949,,,,,,,,,,,0
53011000,1950,,,,,,,,,,,0
53011000,1951,,,,,,,,,,,0
53011000,1952,,,,,,,,,,,0
53011000,1953,,,,,,,,,,,0
53011000,1954,,,,,,,,,,,0
53011000,1955,,,,,,,,,,,0
53011000,1956,,,,,,,,,,,0
53011000,1957,,,,,,,,,,,0
53011000,1958,,,,,,,,,,,0
53011000,1959,,,,,,,,,,,0
53011000,1960,,,,,,,,,,,0
53011000,1961,,,,,,,,,,,0
53011000,1962,,,,,,,,,,,0
53011000,1963,,,,,,,,,,,0
53011000,1964,,,,,,,,,,,0
53011000,1965,,,,,,,,,,,0
53011000,1966,,,,,,,,,,,0
53011000,1967,,,,,,,,,,,0
53011000,1968,,,,,,,,,,,0
53011000,1969,,,,,,,,,,,0
53011000,1970,,,,,,,,,,,0
53011000,1971,,,,,,,,,,,0
53011000,1972,,,,,,,,,,,0
53011000,1973,,,,,,,,,,,0
53011000,1974,,,,,,,,,,,0
53011000,1975,,,,,,,,,,,0
53011000,1976,,,,,,,,,,,0
53011000,1977,,,,,,,,,,,0
53011000,1978,,,,,,,,,,,0
53011000,1979,,,,,,,,,,,0
53011000,1980,,,,,,,,,,,0
53011000,1981,,,,,,,,,,,0
53011000,1982,,,,,,,,,,,0
53011000,1983,,,,,,,,,,,0
53011000,1984,,,,,,,,,,,0
53011000,1985,,,,,,,,,,,0
53011000,1986,,,,,,,,,,,0
53011000,1987,,,,,,,,,,,0
53011000,1988,,,,,,,,,,,0
53011000,1989,,,,,,,,,,,0
53011000,1990,,,,,,,,,,,0
53011000,1991,,,,,,,,,,,0
53011000,1992,,,,,,,,,,,0
53011000,1993,,,,,,,,,,,0
53011000,1994,,,,,,,,,,,0
53011000,1995,,,,,,,,,,,0
53011000,1996,,,,,,,,,,,0
53011000,1997,,,,,,,,,,,0
53011000,1998,,,,,,,,,,,0
53011000,1999,,,,,,,,,,,0
53011000,2000,,,,,,,,,,,0
53011000,2001,,,,,,,,,,,0
53011000,2002,,,,,,,,,,,0
53011000,2003,,,,,,,,,,,0
53011000,2004,,,,,,,,,,,0
53011000,2005,,,,,,,,,,,0
53011000,2006,,,,,,,,,,,0
53011000,2007,,,,,,,,,,,0
53011000,2008,,,,,,,,,,,0
53011000,2009,,,,,,,,,,,0
53011000,2010,,,,,,,,,,,0
53011000,2011,,,,,,,,,,,0
53011000,2012,,,,,,,,,,,0
53011000,2013,,,,,,,,,,,0
53011000,2014,,,,,,,,,,,
53011000,2015,,,,,,,,,,,
53011000,2016,,,,,,,,,,,
53011000,2017,,,,,,,,,,,
53012000,1946,,,,,,,,,,,0
53012000,1947,,,,,,,,,,,0
53012000,1948,,,,,,,,,,,0
53012000,1949,,,,,,,,,,,0
53012000,1950,,,,,,,,,,,0
53012000,1951,,,,,,,,,,,0
53012000,1952,,,,,,,,,,,0
53012000,1953,,,,,,,,,,,0
53012000,1954,,,,,,,,,,,0
53012000,1955,,,,,,,,,,,0
53012000,1956,,,,,,,,,,,0
53012000,1957,,,,,,,,,,,0
53012000,1958,,,,,,,,,,,0
53012000,1959,,,,,,,,,,,0
53012000,1960,,,,,,,,,,,0
53012000,1961,,,,,,,,,,,0
53012000,1962,,,,,,,,,,,0
53012000,1963,,,,,,,,,,,0
53012000,1964,,,,,,,,,,,0
53012000,1965,,,,,,,,,,,0
53012000,1966,,,,,,,,,,,0
53012000,1967,,,,,,,,,,,0
53012000,1968,,,,,,,,,,,0
53012000,1969,,,,,,,,,,,0
53012000,1970,,,,,,,,,,,0
53012000,1971,,,,,,,,,,,0
53012000,1972,,,,,,,,,,,0
53012000,1973,,,,,,,,,,,0
53012000,1974,,,,,,,,,,,0
53012000,1975,,,,,,,,,,,0
53012000,1976,,,,,,,,,,,0
53012000,1977,,,,,,,,,,,0
53012000,1978,,,,,,,,,,,0
53012000,1979,,,,,,,,,,,0
53012000,1980,,,,,,,,,,,0
53012000,1981,,,,,,,,,,,0
53012000,1982,,,,,,,,,,,0
53012000,1983,,,,,,,,,,,0
53012000,1984,,,,,,,,,,,0
53012000,1985,,,,,,,,,,,0
53012000,1986,,,,,,,,,,,0
53012000,1987,,,,,,,,,,,0
53012000,1988,,,,,,,,,,,0
53012000,1989,,,,,,,,,,,0
53012000,1990,,,,,,,,,,,0
53012000,1991,,,,,,,,,,,0
53012000,1992,,,,,,,,,,,0
53012000,1993,,,,,,,,,,,0
53012000,1994,,,,,,,,,,,0
53012000,1995,,,,,,,,,,,0
53012000,1996,,,,,,,,,,,0
53012000,1997,,,,,,,,,,,0
53012000,1998,,,,,,,,,,,0
53012000,1999,,,,,,,,,,,0
53012000,2000,,,,,,,,,,,0
53012000,2001,,,,,,,,,,,0
53012000,2002,,,,,,,,,,,0
53012000,2003,,,,,,,,,,,0
53012000,2004,,,,,,,,,,,0
53012000,2005,,,,,,,,,,,0
53012000,2006,,,,,,,,,,,0
53012000,2007,,,,,,,,,,,0
53012000,2008,,,,,,,,,,,0
53012000,2009,,,,,,,,,,,0
53012000,2010,,,,,,,,,,,0
53012000,2011,,,,,,,,,,,0
53012000,2012,,,,,,,,,,,0
53012000,2013,,,,,,,,,,,0
53012000,2014,,,,,,,,,,,
53012000,2015,,,,,,,,,,,
53012000,2016,,,,,,,,,,,
53012000,2017,,,,,,,,,,,
95001000,1970,,,,,,,,,,,0
95001000,1971,,,,,,,,,,,0
95001000,1972,,,,,,,,,,,0
95001000,1973,,,,,,,,,,,0
95001000,1974,,,,,,,,,,,0
95001000,1975,,,,,,,,,,,0
95001000,1976,,,,,,,,,,,0
95001000,1977,,,,,,,,,,,0
95001000,1978,,,,,,,,,,,0
95001000,1979,,,,,,,,,,,0
95001000,1980,,,,,,,,,,,0
95001000,1981,,,,,,,,,,,0
95001000,1982,,,,,,,,,,,0
95001000,1983,,,,,,,,,,,0
95001000,1984,,,,,,,,,,,0
95001000,1985,,,,,,,,,,,0
95001000,1986,,,,,,,,,,,0
95001000,1987,,,,,,,,,,,0
95001000,1988,,,,,,,,,,,0
95001000,1989,,,,,,,,,,,0
95001000,1990,,,,,,,,,,,0
95001000,1991,,,,,,,,,,,0
95001000,1992,,,,,,,,,,,0
95001000,1993,,,,,,,,,,,0
95001000,1994,,,,,,,,,,,0
95001000,1995,,,,,,,,,,,0
95001000,1996,,,,,,,,,,,0
95001000,1997,,,,,,,,,,,0
95001000,1998,,,,,,,,,,,0
95001000,1999,,,,,,,,,,,0
95001000,2000,,,,,,,,,,,0
95001000,2001,,,,,,,,,,,0
95001000,2002,,,,,,,,,,,0
95001000,2003,,,,,,,,,,,0
95001000,2004,,,,,,,,,,,0
95001000,2005,,,,,,,,,,,0
95001000,2006,,,,,,,,,,,0
95001000,2007,,,,,,,,,,,0
95001000,2008,,,,,,,,,,,0
95001000,2009,,,,,,,,,,,0
95001000,2010,,,,,,,,,,,0
95001000,2011,,,,,,,,,,,0
95001000,2012,,,,,,,,,,,0
95001000,2013,,,,,,,,,,,0
95001000,2014,,,,,,,,,,,
95001000,2015,,,,,,,,,,,
95001000,2016,,,,,,,,,,,
95001000,2017,,,,,,,,,,,
95002000,1970,,,,,,,,,,,0
95002000,1971,,,,,,,,,,,0
95002000,1972,,,,,,,,,,,0
95002000,1973,,,,,,,,,,,0
95002000,1974,,,,,,,,,,,0
95002000,1975,,,,,,,,,,,0
95002000,1976,,,,,,,,,,,0
95002000,1977,,,,,,,,,,,0
95002000,1978,,,,,,,,,,,0
95002000,1979,,,,,,,,,,,0
95002000,1980,,,,,,,,,,,0
95002000,1981,,,,,,,,,,,0
95002000,1982,,,,,,,,,,,0
95002000,1983,,,,,,,,,,,0
95002000,1984,,,,,,,,,,,0
95002000,1985,,,,,,,,,,,0
95002000,1986,,,,,,,,,,,0
95002000,1987,,,,,,,,,,,0
95002000,1988,,,,,,,,,,,0
95002000,1989,,,,,,,,,,,0
95002000,1990,,,,,,,,,,,0
95002000,1991,,,,,,,,,,,0
95002000,1992,,,,,,,,,,,0
95002000,1993,,,,,,,,,,,0
95002000,1994,,,,,,,,,,,0
95002000,1995,,,,,,,,,,,0
95002000,1996,,,,,,,,,,,0
95002000,1997,,,,,,,,,,,0
95002000,1998,,,,,,,,,,,0
95002000,1999,,,,,,,,,,,0
95002000,2000,,,,,,,,,,,0
95002000,2001,,,,,,,,,,,0
95002000,2002,,,,,,,,,,,0
95002000,2003,,,,,,,,,,,0
95002000,2004,,,,,,,,,,,0
95002000,2005,,,,,,,,,,,0
95002000,2006,,,,,,,,,,,0
95002000,2007,,,,,,,,,,,0
95002000,2008,,,,,,,,,,,0
95002000,2009,,,,,,,,,,,0
95002000,2010,,,,,,,,,,,0
95002000,2011,,,,,,,,,,,0
95002000,2012,,,,,,,,,,,0
95002000,2013,,,,,,,,,,,0
95002000,2014,0,,,,,,,,,,0
95002000,2015,0,,,,,,,,,,0
95002000,2016,0,,,,,,,,,,0
95002000,2017,0,,,,,,,,,,0
37501000,1946,,,,,,,,,,,0
37501000,1947,,,,,,,,,,,0
37501000,1948,,,,,,,,,,,0
37501000,1949,,,,,,,,,,,0
37501000,1950,,,,,,,,,,,0
37501000,1951,,,,,,,,,,,0
37501000,1952,,,,,,,,,,,0
37501000,1953,,,,,,,,,,,0
37501000,1954,,,,,,,,,,,0
37501000,1955,,,,,,,,,,,0
37501000,1956,,,,,,,,,,,0
37501000,1957,,,,,,,,,,,0
37501000,1958,,,,,,,,,,,0
37501000,1959,,,,,,,,,,,0
37501000,1960,,,,,,,,,,,0
37501000,1961,,,,,,,,,,,0
37501000,1962,,,,,,,,,,,0
37501000,1963,,,,,,,,,,,0
37501000,1964,,,,,,,,,,,0
37501000,1965,,,,,,,,,,,0
37501000,1966,,,,,,,,,,,0
37501000,1967,,,,,,,,,,,0
37501000,1968,,,,,,,,,,,0
37501000,1969,,,,,,,,,,,0
37501000,1970,,,,,,,,,,,0
37501000,1971,,,,,,,,,,,0
37501000,1972,,,,,,,,,,,0
37501000,1973,,,,,,,,,,,0
37501000,1974,,,,,,,,,,,0
37501000,1975,,,,,,,,,,,0
37501000,1976,,,,,,,,,,,0
37501000,1977,,,,,,,,,,,0
37501000,1978,,,,,,,,,,,0
37501000,1979,,,,,,,,,,,0
37501000,1980,,,,,,,,,,,0
37501000,1981,,,,,,,,,,,0
37501000,1982,,,,,,,,,,,0
37501000,1983,,,,,,,,,,,0
37501000,1984,,,,,,,,,,,0
37501000,1985,,,,,,,,,,,0
37501000,1986,,,,,,,,,,,0
37501000,1987,,,,,,,,,,,0
37501000,1988,,,,,,,,,,,0
37501000,1989,,,,,,,,,,,0
37501000,1990,,,,,,,,,,,0
37501000,1991,,,,,,,,,,,0
37501000,1992,,,,,,,,,,,0
37501000,1993,,,,,,,,,,,0
37501000,1994,,,,,,,,,,,0
37501000,1995,,,,,,,,,,,0
37501000,1996,,,,,,,,,,,0
37501000,1997,,,,,,,,,,,0
37501000,1998,,,,,,,,,,,0
37501000,1999,,,,,,,,,,,0
37501000,2000,,,,,,,,,,,0
37501000,2001,,,,,,,,,,,0
37501000,2002,,,,,,,,,,,0
37501000,2003,,,,,,,,,,,0
37501000,2004,,,,,,,,,,,0
37501000,2005,,,,,,,,,,,0
37501000,2006,,,,,,,,,,,0
37501000,2007,,,,,,,,,,,0
37501000,2008,,,,,,,,,,,0
37501000,2009,,,,,,,,,,,0
37501000,2010,,,,,,,,,,,0
37501000,2011,,,,,,,,,,,0
37501000,2012,,,,,,,,,,,0
37501000,2013,,,,,,,,,,,0
37501000,2014,0,,,,,,,,,,0
37501000,2015,0,,,,,,,,,,0
37501000,2016,0,,,,,,,,,,0
37501000,2017,0,,,,,,,,,,0
37502000,1946,,,,,,,,,,,0
37502000,1947,,,,,,,,,,,0
37502000,1948,,,,,,,,,,,0
37502000,1949,,,,,,,,,,,0
37502000,1950,,,,,,,,,,,0
37502000,1951,,,,,,,,,,,0
37502000,1952,,,,,,,,,,,0
37502000,1953,,,,,,,,,,,0
37502000,1954,,,,,,,,,,,0
37502000,1955,,,,,,,,,,,0
37502000,1956,,,,,,,,,,,0
37502000,1957,,,,,,,,,,,0
37502000,1958,,,,,,,,,,,0
37502000,1959,,,,,,,,,,,0
37502000,1960,,,,,,,,,,,0
37502000,1961,,,,,,,,,,,0
37502000,1962,,,,,,,,,,,0
37502000,1963,,,,,,,,,,,0
37502000,1964,,,,,,,,,,,0
37502000,1965,,,,,,,,,,,0
37502000,1966,,,,,,,,,,,0
37502000,1967,,,,,,,,,,,0
37502000,1968,,,,,,,,,,,0
37502000,1969,,,,,,,,,,,0
37502000,1970,,,,,,,,,,,0
37502000,1971,,,,,,,,,,,0
37502000,1972,,,,,,,,,,,0
37502000,1973,,,,,,,,,,,0
37502000,1974,,,,,,,,,,,0
37502000,1975,,,,,,,,,,,0
37502000,1976,,,,,,,,,,,0
37502000,1977,,,,,,,,,,,0
37502000,1978,,,,,,,,,,,0
37502000,1979,,,,,,,,,,,0
37502000,1980,,,,,,,,,,,0
37502000,1981,,,,,,,,,,,0
37502000,1982,,,,,,,,,,,0
37502000,1983,,,,,,,,,,,0
37502000,1984,,,,,,,,,,,0
37502000,1985,,,,,,,,,,,0
37502000,1986,,,,,,,,,,,0
37502000,1987,,,,,,,,,,,0
37502000,1988,,,,,,,,,,,0
37502000,1989,,,,,,,,,,,0
37502000,1990,,,,,,,,,,,0
37502000,1991,,,,,,,,,,,0
37502000,1992,,,,,,,,,,,0
37502000,1993,,,,,,,,,,,0
37502000,1994,,,,,,,,,,,0
37502000,1995,,,,,,,,,,,0
37502000,1996,,,,,,,,,,,0
37502000,1997,,,,,,,,,,,0
37502000,1998,,,,,,,,,,,0
37502000,1999,,,,,,,,,,,0
37502000,2000,,,,,,,,,,,0
37502000,2001,,,,,,,,,,,0
37502000,2002,,,,,,,,,,,0
37502000,2003,,,,,,,,,,,0
37502000,2004,,,,,,,,,,,0
37502000,2005,,,,,,,,,,,0
37502000,2006,,,,,,,,,,,0
37502000,2007,,,,,,,,,,,0
37502000,2008,,,,,,,,,,,0
37502000,2009,,,,,,,,,,,0
37502000,2010,,,,,,,,,,,0
37502000,2011,,,,,,,,,,,0
37502000,2012,,,,,,,,,,,0
37502000,2013,,,,,,,,,,,0
37502000,2014,0,,,,,,,,,,0
37502000,2015,0,,,,,,,,,,0
37502000,2016,0,,,,,,,,,,0
37502000,2017,0,,,,,,,,,,0
22001000,1946,,,,,,,,,,,0
22001000,1947,,,,,,,,,,,0
22001000,1948,,,,,,,,,,,0
22001000,1949,,,,,,,,,,,0
22001000,1950,,,,,,,,,,,0
22001000,1951,,,,,,,,,,,0
22001000,1952,,,,,,,,,,,0
22001000,1953,,,,,,,,,,,0
22001000,1954,,,,,,,,,,,0
22001000,1955,,,,,,,,,,,0
22001000,1956,,,,,,,,,,,0
22001000,1957,,,,,,,,,,,0
22001000,1958,,,,,,,,,,,0
22001000,1959,,,,,,,,,,,0
22001000,1960,,,,,,,,,,,0
22001000,1961,,,,,,,,,,,0
22001000,1962,,,,,,,,,,,0
22001000,1963,,,,,,,,,,,0
22001000,1964,,,,,,,,,,,0
22001000,1965,,,,,,,,,,,0
22001000,1966,,,,,,,,,,,0
22001000,1967,,,,,,,,,,,0
22001000,1968,,,,,,,,,,,0
22001000,1969,,,,,,,,,,,0
22001000,1970,,,,,,,,,,,0
22001000,1971,,,,,,,,,,,0
22001000,1972,,,,,,,,,,,0
22001000,1973,,,,,,,,,,,0
22001000,1974,,,,,,,,,,,0
22001000,1975,,,,,,,,,,,0
22001000,1976,,,,,,,,,,,0
22001000,1977,,,,,,,,,,,0
22001000,1978,,,,,,,,,,,0
22001000,1979,,,,,,,,,,,0
22001000,1980,,,,,,,,,,,0
22001000,1981,,,,,,,,,,,0
22001000,1982,,,,,,,,,,,0
22001000,1983,,,,,,,,,,,0
22001000,1984,,,,,,,,,,,0
22001000,1985,,,,,,,,,,,0
22001000,1986,,,,,,,,,,,0
22001000,1987,,,,,,,,,,,0
22001000,1988,,,,,,,,,,,0
22001000,1989,,,,,,,,,,,0
22001000,1990,,,,,,,,,,,0
22001000,1991,,,,,,,,,,,0
22001000,1992,,,,,,,,,,,0
22001000,1993,,,,,,,,,,,0
22001000,1994,,,,,,,,,,,0
22001000,1995,,,,,,,,,,,0
22001000,1996,,,,,,,,,,,0
22001000,1997,,,,,,,,,,,0
22001000,1998,,,,,,,,,,,0
22001000,1999,,,,,,,,,,,0
22001000,2000,,,,,,,,,,,0
22001000,2001,,,,,,,,,,,0
22001000,2002,,,,,,,,,,,0
22001000,2003,,,,,,,,,,,0
22001000,2004,,,,,,,,,,,0
22001000,2005,,,,,,,,,,,0
22001000,2006,,,,,,,,,,,0
22001000,2007,,,,,,,,,,,0
22001000,2008,,,,,,,,,,,0
22001000,2009,,,,,,,,,,,0
22001000,2010,,,,,,,,,,,0
22001000,2011,,,,,,,,,,,0
22001000,2012,,,,,,,,,,,0
22001000,2013,,,,,,,,,,,0
22001000,2014,0,,,,,,,,,,0
22001000,2015,0,,,,,,,,,,0
22001000,2016,0,,,,,,,,,,0
22001000,2017,0,,,,,,,,,,0
22002000,1946,,,,,,,,,,,0
22002000,1947,,,,,,,,,,,0
22002000,1948,,,,,,,,,,,0
22002000,1949,,,,,,,,,,,0
22002000,1950,,,,,,,,,,,0
22002000,1951,,,,,,,,,,,0
22002000,1952,,,,,,,,,,,0
22002000,1953,,,,,,,,,,,0
22002000,1954,,,,,,,,,,,0
22002000,1955,,,,,,,,,,,0
22002000,1956,,,,,,,,,,,0
22002000,1957,,,,,,,,,,,0
22002000,1958,,,,,,,,,,,0
22002000,1959,,,,,,,,,,,0
22002000,1960,,,,,,,,,,,0
22002000,1961,,,,,,,,,,,0
22002000,1962,,,,,,,,,,,0
22002000,1963,,,,,,,,,,,0
22002000,1964,,,,,,,,,,,0
22002000,1965,,,,,,,,,,,0
22002000,1966,,,,,,,,,,,0
22002000,1967,,,,,,,,,,,0
22002000,1968,,,,,,,,,,,0
22002000,1969,,,,,,,,,,,0
22002000,1970,,,,,,,,,,,0
22002000,1971,,,,,,,,,,,0
22002000,1972,,,,,,,,,,,0
22002000,1973,,,,,,,,,,,0
22002000,1974,,,,,,,,,,,0
22002000,1975,,,,,,,,,,,0
22002000,1976,,,,,,,,,,,0
22002000,1977,,,,,,,,,,,0
22002000,1978,,,,,,,,,,,0
22002000,1979,,,,,,,,,,,0
22002000,1980,,,,,,,,,,,0
22002000,1981,,,,,,,,,,,0
22002000,1982,,,,,,,,,,,0
22002000,1983,,,,,,,,,,,0
22002000,1984,,,,,,,,,,,0
22002000,1985,,,,,,,,,,,0
22002000,1986,,,,,,,,,,,0
22002000,1987,,,,,,,,,,,0
22002000,1988,,,,,,,,,,,0
22002000,1989,,,,,,,,,,,0
22002000,1990,,,,,,,,,,,0
22002000,1991,,,,,,,,,,,0
22002000,1992,,,,,,,,,,,0
22002000,1993,,,,,,,,,,,0
22002000,1994,,,,,,,,,,,0
22002000,1995,,,,,,,,,,,0
22002000,1996,,,,,,,,,,,0
22002000,1997,,,,,,,,,,,0
22002000,1998,,,,,,,,,,,0
22002000,1999,,,,,,,,,,,0
22002000,2000,,,,,,,,,,,0
22002000,2001,,,,,,,,,,,0
22002000,2002,,,,,,,,,,,0
22002000,2003,,,,,,,,,,,0
22002000,2004,,,,,,,,,,,0
22002000,2005,,,,,,,,,,,0
22002000,2006,,,,,,,,,,,0
22002000,2007,,,,,,,,,,,0
22002000,2008,,,,,,,,,,,0
22002000,2009,,,,,,,,,,,0
22002000,2010,,,,,,,,,,,0
22002000,2011,,,,,,,,,,,0
22002000,2012,,,,,,,,,,,0
22002000,2013,,,,,,,,,,,0
22002000,2014,,,,,,,,,,,
22002000,2015,,,,,,,,,,,
22002000,2016,,,,,,,,,,,
22002000,2017,,,,,,,,,,,
22003000,1946,,,,,,,,,,,0
22003000,1947,,,,,,,,,,,0
22003000,1948,,,,,,,,,,,0
22003000,1949,,,,,,,,,,,0
22003000,1950,,,,,,,,,,,0
22003000,1951,,,,,,,,,,,0
22003000,1952,,,,,,,,,,,0
22003000,1953,,,,,,,,,,,0
22003000,1954,,,,,,,,,,,0
22003000,1955,,,,,,,,,,,0
22003000,1956,,,,,,,,,,,0
22003000,1957,,,,,,,,,,,0
22003000,1958,,,,,,,,,,,0
22003000,1959,,,,,,,,,,,0
22003000,1960,,,,,,,,,,,0
22003000,1961,,,,,,,,,,,0
22003000,1962,,,,,,,,,,,0
22003000,1963,,,,,,,,,,,0
22003000,1964,,,,,,,,,,,0
22003000,1965,,,,,,,,,,,0
22003000,1966,,,,,,,,,,,0
22003000,1967,,,,,,,,,,,0
22003000,1968,,,,,,,,,,,0
22003000,1969,,,,,,,,,,,0
22003000,1970,,,,,,,,,,,0
22003000,1971,,,,,,,,,,,0
22003000,1972,,,,,,,,,,,0
22003000,1973,,,,,,,,,,,0
22003000,1974,,,,,,,,,,,0
22003000,1975,,,,,,,,,,,0
22003000,1976,,,,,,,,,,,0
22003000,1977,,,,,,,,,,,0
22003000,1978,,,,,,,,,,,0
22003000,1979,,,,,,,,,,,0
22003000,1980,,,,,,,,,,,0
22003000,1981,,,,,,,,,,,0
22003000,1982,,,,,,,,,,,0
22003000,1983,,,,,,,,,,,0
22003000,1984,,,,,,,,,,,0
22003000,1985,,,,,,,,,,,0
22003000,1986,,,,,,,,,,,0
22003000,1987,,,,,,,,,,,0
22003000,1988,,,,,,,,,,,0
22003000,1989,,,,,,,,,,,0
22003000,1990,,,,,,,,,,,0
22003000,1991,,,,,,,,,,,0
22003000,1992,,,,,,,,,,,0
22003000,1993,,,,,,,,,,,0
22003000,1994,,,,,,,,,,,0
22003000,1995,,,,,,,,,,,0
22003000,1996,,,,,,,,,,,0
22003000,1997,,,,,,,,,,,0
22003000,1998,,,,,,,,,,,0
22003000,1999,,,,,,,,,,,0
22003000,2000,,,,,,,,,,,0
22003000,2001,,,,,,,,,,,0
22003000,2002,,,,,,,,,,,0
22003000,2003,,,,,,,,,,,0
22003000,2004,,,,,,,,,,,0
22003000,2005,,,,,,,,,,,0
22003000,2006,,,,,,,,,,,0
22003000,2007,,,,,,,,,,,0
22003000,2008,,,,,,,,,,,0
22003000,2009,,,,,,,,,,,0
22003000,2010,,,,,,,,,,,0
22003000,2011,,,,,,,,,,,0
22003000,2012,,,,,,,,,,,0
22003000,2013,,,,,,,,,,,0
22003000,2014,,,,,,,,,,,
22003000,2015,,,,,,,,,,,
22003000,2016,,,,,,,,,,,
22003000,2017,,,,,,,,,,,
22004000,1946,,,,,,,,,,,0
22004000,1947,,,,,,,,,,,0
22004000,1948,,,,,,,,,,,0
22004000,1949,,,,,,,,,,,0
22004000,1950,,,,,,,,,,,0
